video_frame,video_time_s,requested_sim_time_s,log_row,log_time_s,model_sequence,state,camera_world_x,camera_world_z,pallet_world_x,pallet_world_z
36,1.2,1.2,36,1.199999999999998,12,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
37,1.2333333333333334,1.2333333333333334,37,1.2333333333333314,12,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
38,1.2666666666666666,1.2666666666666666,38,1.2666666666666648,12,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
39,1.3,1.3,39,1.2999999999999958,13,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
40,1.3333333333333333,1.3333333333333333,40,1.3333333333333293,13,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
41,1.3666666666666667,1.3666666666666667,41,1.3666666666666627,13,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
42,1.4,1.4,42,1.3999999999999937,14,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
43,1.4333333333333333,1.4333333333333333,43,1.4333333333333271,14,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
44,1.4666666666666666,1.4666666666666666,44,1.4666666666666606,14,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
45,1.5,1.5,45,1.4999999999999916,15,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
46,1.5333333333333334,1.5333333333333334,46,1.533333333333325,15,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
47,1.5666666666666667,1.5666666666666667,47,1.5666666666666584,15,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
48,1.6,1.6,48,1.5999999999999894,16,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
49,1.6333333333333333,1.6333333333333333,49,1.6333333333333229,16,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
50,1.6666666666666667,1.6666666666666667,50,1.6666666666666563,16,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
51,1.7,1.7,51,1.6999999999999873,17,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
52,1.7333333333333334,1.7333333333333334,52,1.7333333333333207,17,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
53,1.7666666666666666,1.7666666666666666,53,1.7666666666666542,17,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
54,1.8,1.8,54,1.7999999999999852,18,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
55,1.8333333333333333,1.8333333333333333,55,1.8333333333333186,18,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
56,1.8666666666666667,1.8666666666666667,56,1.866666666666652,18,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
57,1.9,1.9,57,1.899999999999983,19,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
58,1.9333333333333333,1.9333333333333333,58,1.9333333333333165,19,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
59,1.9666666666666666,1.9666666666666666,59,1.96666666666665,19,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
60,2.0,2.0,60,1.999999999999981,20,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
61,2.033333333333333,2.033333333333333,61,2.033333333333314,20,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
62,2.066666666666667,2.066666666666667,62,2.0666666666666473,20,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
63,2.1,2.1,63,2.0999999999999788,21,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
64,2.1333333333333333,2.1333333333333333,64,2.133333333333312,21,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
65,2.1666666666666665,2.1666666666666665,65,2.166666666666645,21,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
66,2.2,2.2,66,2.1999999999999766,22,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
67,2.2333333333333334,2.2333333333333334,67,2.23333333333331,22,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
68,2.2666666666666666,2.2666666666666666,68,2.266666666666643,22,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
69,2.3,2.3,69,2.2999999999999745,23,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
70,2.3333333333333335,2.3333333333333335,70,2.3333333333333077,23,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
71,2.3666666666666667,2.3666666666666667,71,2.366666666666641,23,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
72,2.4,2.4,72,2.3999999999999724,24,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
73,2.433333333333333,2.433333333333333,73,2.4333333333333056,24,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
74,2.466666666666667,2.466666666666667,74,2.466666666666639,24,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
75,2.5,2.5,75,2.4999999999999702,25,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
76,2.533333333333333,2.533333333333333,76,2.5333333333333035,25,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
77,2.566666666666667,2.566666666666667,77,2.5666666666666367,25,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
78,2.6,2.6,78,2.599999999999968,26,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
79,2.6333333333333333,2.6333333333333333,79,2.6333333333333013,26,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
80,2.6666666666666665,2.6666666666666665,80,2.6666666666666345,26,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
81,2.7,2.7,81,2.699999999999966,27,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
82,2.7333333333333334,2.7333333333333334,82,2.733333333333299,27,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
83,2.7666666666666666,2.7666666666666666,83,2.7666666666666324,27,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
84,2.8,2.8,84,2.799999999999964,28,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
85,2.8333333333333335,2.8333333333333335,85,2.833333333333297,28,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
86,2.8666666666666667,2.8666666666666667,86,2.8666666666666303,28,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
87,2.9,2.9,87,2.8999999999999617,29,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
88,2.933333333333333,2.933333333333333,88,2.933333333333295,29,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
89,2.966666666666667,2.966666666666667,89,2.966666666666628,29,ACQUIRE_VERIFY,0.0,0.0,0.3,2.2
90,3.0,3.0,90,2.9999999999999596,30,STAGING_PLAN,0.0,0.0,0.3,2.2
91,3.033333333333333,3.033333333333333,91,3.033333333333293,30,STAGING_PLAN,0.0,0.0,0.3,2.2
92,3.066666666666667,3.066666666666667,92,3.066666666666626,30,STAGING_PLAN,0.0,0.0,0.3,2.2
93,3.1,3.1,93,3.0999999999999575,31,STAGING_PLAN,0.0,0.0,0.3,2.2
94,3.1333333333333333,3.1333333333333333,94,3.1333333333332907,31,STAGING_PLAN,0.0,0.0,0.3,2.2
95,3.1666666666666665,3.1666666666666665,95,3.166666666666624,31,STAGING_PLAN,0.0,0.0,0.3,2.2
96,3.2,3.2,96,3.1999999999999553,32,STAGING_PLAN,0.0,0.0,0.3,2.2
97,3.2333333333333334,3.2333333333333334,97,3.2333333333332885,32,STAGING_PLAN,0.0,0.0,0.3,2.2
98,3.2666666666666666,3.2666666666666666,98,3.2666666666666218,32,STAGING_PLAN,0.0,0.0,0.3,2.2
99,3.3,3.3,99,3.299999999999953,33,STAGING_PLAN,0.0,0.0,0.3,2.2
100,3.3333333333333335,3.3333333333333335,100,3.3333333333332864,33,STAGING_PLAN,0.0,0.0,0.3,2.2
101,3.3666666666666667,3.3666666666666667,101,3.3666666666666196,33,STAGING_PLAN,0.0,0.0,0.3,2.2
102,3.4,3.4,102,3.399999999999951,34,STAGING_PLAN,0.0,0.0,0.3,2.2
103,3.433333333333333,3.433333333333333,103,3.4333333333332843,34,STAGING_PLAN,0.0,0.0,0.3,2.2
104,3.466666666666667,3.466666666666667,104,3.4666666666666175,34,STAGING_PLAN,0.0,0.0,0.3,2.2
105,3.5,3.5,105,3.499999999999949,35,STAGING_PLAN,0.0,0.0,0.3,2.2
106,3.533333333333333,3.533333333333333,106,3.533333333333282,35,STAGING_PLAN,0.0,0.0,0.3,2.2
107,3.566666666666667,3.566666666666667,107,3.5666666666666154,35,STAGING_PLAN,0.0,0.0,0.3,2.2
108,3.6,3.6,108,3.599999999999947,36,STAGING_PLAN,0.0,0.0,0.3,2.2
109,3.6333333333333333,3.6333333333333333,109,3.63333333333328,36,STAGING_PLAN,0.0,0.0,0.3,2.2
110,3.6666666666666665,3.6666666666666665,110,3.6666666666666132,36,STAGING_PLAN,0.0,0.0,0.3,2.2
111,3.7,3.7,111,3.6999999999999447,37,STAGING_PLAN,0.0,0.0,0.3,2.2
112,3.7333333333333334,3.7333333333333334,112,3.733333333333278,37,STAGING_PLAN,0.0,0.0,0.3,2.2
113,3.7666666666666666,3.7666666666666666,113,3.766666666666611,37,STAGING_PLAN,0.0,0.0,0.3,2.2
114,3.8,3.8,114,3.7999999999999425,38,STAGING_PLAN,0.0,0.0,0.3,2.2
115,3.8333333333333335,3.8333333333333335,115,3.8333333333332757,38,STAGING_PLAN,0.0,0.0,0.3,2.2
116,3.8666666666666667,3.8666666666666667,116,3.866666666666609,38,STAGING_PLAN,0.0,0.0,0.3,2.2
117,3.9,3.9,117,3.8999999999999404,39,STAGING_PLAN,0.0,0.0,0.3,2.2
118,3.933333333333333,3.933333333333333,118,3.9333333333332736,39,STAGING_PLAN,0.0,0.0,0.3,2.2
119,3.966666666666667,3.966666666666667,119,3.966666666666607,39,STAGING_PLAN,0.0,0.0,0.3,2.2
120,4.0,4.0,120,3.9999999999999383,40,STAGING_PLAN,0.0,0.0,0.3,2.2
121,4.033333333333333,4.033333333333333,121,4.033333333333272,40,STAGING_PLAN,0.0,0.0,0.3,2.2
122,4.066666666666666,4.066666666666666,122,4.066666666666605,40,STAGING_PLAN,0.0,0.0,0.3,2.2
123,4.1,4.1,123,4.099999999999936,41,STAGING_PLAN,0.0,0.0,0.3,2.2
124,4.133333333333334,4.133333333333334,124,4.133333333333269,41,STAGING_PLAN,0.0,0.0,0.3,2.2
125,4.166666666666667,4.166666666666667,125,4.166666666666602,41,STAGING_PLAN,0.0,0.0,0.3,2.2
126,4.2,4.2,126,4.199999999999934,42,STAGING_PLAN,0.0,0.0,0.3,2.2
127,4.233333333333333,4.233333333333333,127,4.233333333333267,42,STAGING_PLAN,0.0,0.0,0.3,2.2
128,4.266666666666667,4.266666666666667,128,4.2666666666666,42,STAGING_PLAN,0.0,0.0,0.3,2.2
129,4.3,4.3,129,4.299999999999931,43,FINAL_ROTATE,0.0,0.0,0.3,2.2
130,4.333333333333333,4.333333333333333,130,4.333333333333265,43,FINAL_ROTATE,0.0,0.0,0.3,2.2
131,4.366666666666666,4.366666666666666,131,4.366666666666598,43,FINAL_ROTATE,0.0,0.0,0.3,2.2
132,4.4,4.4,132,4.399999999999929,44,FINAL_ROTATE,0.0,0.0,0.3,2.2
133,4.433333333333334,4.433333333333334,133,4.4333333333332625,44,FINAL_ROTATE,0.0,0.0,0.3,2.2
134,4.466666666666667,4.466666666666667,134,4.466666666666596,44,FINAL_ROTATE,0.0,0.0,0.3,2.2
135,4.5,4.5,135,4.499999999999929,45,FINAL_ROTATE,0.0,0.0,0.3,2.2
136,4.533333333333333,4.533333333333333,136,4.533333333333262,45,FINAL_ROTATE,0.0,0.0,0.3,2.2
137,4.566666666666666,4.566666666666666,137,4.566666666666595,45,FINAL_ROTATE,0.0,0.0,0.3,2.2
138,4.6,4.6,138,4.599999999999928,46,FINAL_ROTATE,0.0,0.0,0.3,2.2
139,4.633333333333334,4.633333333333334,139,4.633333333333261,46,FINAL_ROTATE,0.0,0.0,0.3,2.2
140,4.666666666666667,4.666666666666667,140,4.666666666666594,46,FINAL_ROTATE,0.0,0.0,0.3,2.2
141,4.7,4.7,141,4.699999999999926,47,FINAL_ROTATE,0.0,0.0,0.3,2.2
142,4.733333333333333,4.733333333333333,142,4.733333333333259,47,FINAL_ROTATE,0.0,0.0,0.3,2.2
143,4.766666666666667,4.766666666666667,143,4.766666666666592,47,FINAL_ROTATE,0.0,0.0,0.3,2.2
144,4.8,4.8,144,4.799999999999923,48,FINAL_ROTATE,0.0,0.0,0.3,2.2
145,4.833333333333333,4.833333333333333,145,4.833333333333257,48,FINAL_ROTATE,0.0,0.0,0.3,2.2
146,4.866666666666666,4.866666666666666,146,4.86666666666659,48,FINAL_ROTATE,0.0,0.0,0.3,2.2
147,4.9,4.9,147,4.899999999999921,49,FINAL_ROTATE,0.0,0.0,0.3,2.2
148,4.933333333333334,4.933333333333334,148,4.9333333333332545,49,FINAL_ROTATE,0.0,0.0,0.3,2.2
149,4.966666666666667,4.966666666666667,149,4.966666666666588,49,FINAL_ROTATE,0.0,0.0,0.3,2.2
150,5.0,5.0,150,4.999999999999919,50,FINAL_ROTATE,0.0,0.0,0.3,2.2
151,5.033333333333333,5.033333333333333,151,5.033333333333252,50,FINAL_ROTATE,0.0,0.0,0.3,2.2
152,5.066666666666666,5.066666666666666,152,5.066666666666586,50,FINAL_ROTATE,0.0,0.0,0.3,2.2
153,5.1,5.1,153,5.099999999999917,51,FINAL_ROTATE,0.0,0.0,0.3,2.2
154,5.133333333333334,5.133333333333334,154,5.13333333333325,51,FINAL_ROTATE,0.0,0.0,0.3,2.2
155,5.166666666666667,5.166666666666667,155,5.1666666666665835,51,FINAL_ROTATE,0.0,0.0,0.3,2.2
156,5.2,5.2,156,5.199999999999915,52,FINAL_ROTATE,0.0,0.0,0.3,2.2
157,5.233333333333333,5.233333333333333,157,5.233333333333248,52,FINAL_ROTATE,0.0,0.0,0.3,2.2
158,5.266666666666667,5.266666666666667,158,5.266666666666581,52,FINAL_ROTATE,0.0,0.0,0.3,2.2
159,5.3,5.3,159,5.299999999999913,53,FINAL_ROTATE,0.0,0.0,0.3,2.2
160,5.333333333333333,5.333333333333333,160,5.333333333333246,53,FINAL_ROTATE,0.0,0.0,0.3,2.2
161,5.366666666666666,5.366666666666666,161,5.366666666666579,53,FINAL_ROTATE,0.0,0.0,0.3,2.2
162,5.4,5.4,162,5.399999999999911,54,FINAL_ROTATE,0.0,0.0,0.3,2.2
163,5.433333333333334,5.433333333333334,163,5.433333333333244,54,FINAL_ROTATE,0.0,0.0,0.3,2.2
164,5.466666666666667,5.466666666666667,164,5.466666666666577,54,FINAL_ROTATE,0.0,0.0,0.3,2.2
165,5.5,5.5,165,5.4999999999999085,55,FINAL_ROTATE,0.0,0.0,0.3,2.2
166,5.533333333333333,5.533333333333333,166,5.533333333333242,55,FINAL_ROTATE,0.0,0.0,0.3,2.2
167,5.566666666666666,5.566666666666666,167,5.566666666666575,55,FINAL_ROTATE,0.0,0.0,0.3,2.2
168,5.6,5.6,168,5.599999999999906,56,FINAL_ROTATE,0.0033950386122214844,-8.475263976848169e-06,0.30000000000000004,2.2
169,5.633333333333334,5.633333333333334,169,5.63333333333324,56,FINAL_ROTATE,0.008182688607215619,-4.923442416993051e-05,0.30000000000000004,2.1999999999999997
170,5.666666666666667,5.666666666666667,170,5.666666666666573,56,FINAL_ROTATE,0.012969932949425198,-0.00012370181091958532,0.3000000000000001,2.2
171,5.7,5.7,171,5.699999999999904,57,FINAL_ROTATE,0.017756534313553483,-0.00023187373254140997,0.30000000000000016,2.2
172,5.733333333333333,5.733333333333333,172,5.7333333333332375,57,FINAL_ROTATE,0.022542255406180572,-0.0003737448264653498,0.30000000000000004,2.2
173,5.766666666666667,5.766666666666667,173,5.766666666666571,57,FINAL_ROTATE,0.027326858977524064,-0.0005493080595012634,0.3000000000000001,2.2000000000000006
174,5.8,5.8,174,5.799999999999902,58,FINAL_ROTATE,0.03211010783320214,-0.0007585547281878657,0.3000000000000001,2.200000000000002
175,5.833333333333333,5.833333333333333,175,5.833333333333235,58,FINAL_ROTATE,0.03689176484599387,-0.0010014744592239389,0.3000000000000001,2.2000000000000015
176,5.866666666666666,5.866666666666666,176,5.8666666666665686,58,FINAL_ROTATE,0.041671592967591625,-0.001278055209982698,0.30000000000000004,2.200000000000001
177,5.9,5.9,177,5.8999999999999,59,FINAL_ROTATE,0.04644935524035417,-0.0015882832691084259,0.3000000000000001,2.2000000000000015
178,5.933333333333334,5.933333333333334,178,5.933333333333233,59,FINAL_ROTATE,0.051224814809055226,-0.0019321432571973718,0.30000000000000004,2.2000000000000006
179,5.966666666666667,5.966666666666667,179,5.966666666666566,59,FINAL_ROTATE,0.05599773493262244,-0.002309618127558366,0.30000000000000004,2.2000000000000015
180,6.0,6.0,180,5.999999999999898,60,FINAL_ROTATE,0.06076787899587519,-0.0027206891670595867,0.3000000000000001,2.200000000000002
181,6.033333333333333,6.033333333333333,181,6.033333333333231,60,FINAL_ROTATE,0.06553501052125622,-0.003165335997055485,0.3000000000000001,2.200000000000002
182,6.066666666666666,6.066666666666666,182,6.066666666666564,60,FINAL_ROTATE,0.07029889318055184,-0.003643536574396755,0.30000000000000027,2.2000000000000033
183,6.1,6.1,183,6.099999999999896,61,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
184,6.133333333333334,6.133333333333334,184,6.133333333333229,61,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
185,6.166666666666667,6.166666666666667,185,6.166666666666562,61,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
186,6.2,6.2,186,6.199999999999894,62,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
187,6.233333333333333,6.233333333333333,187,6.233333333333227,62,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
188,6.266666666666667,6.266666666666667,188,6.26666666666656,62,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
189,6.3,6.3,189,6.299999999999893,63,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
190,6.333333333333333,6.333333333333333,190,6.3333333333332265,63,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
191,6.366666666666666,6.366666666666666,191,6.36666666666656,63,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
192,6.4,6.4,192,6.399999999999891,64,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
193,6.433333333333334,6.433333333333334,193,6.433333333333224,64,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
194,6.466666666666667,6.466666666666667,194,6.4666666666665575,64,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
195,6.5,6.5,195,6.499999999999889,65,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
196,6.533333333333333,6.533333333333333,196,6.533333333333222,65,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
197,6.566666666666666,6.566666666666666,197,6.566666666666555,65,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
198,6.6,6.6,198,6.599999999999887,66,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
199,6.633333333333334,6.633333333333334,199,6.63333333333322,66,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
200,6.666666666666667,6.666666666666667,200,6.666666666666553,66,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
201,6.7,6.7,201,6.699999999999885,67,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
202,6.733333333333333,6.733333333333333,202,6.733333333333218,67,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
203,6.766666666666667,6.766666666666667,203,6.766666666666551,67,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
204,6.8,6.8,204,6.799999999999883,68,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
205,6.833333333333333,6.833333333333333,205,6.833333333333216,68,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
206,6.866666666666666,6.866666666666666,206,6.866666666666549,68,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
207,6.9,6.9,207,6.8999999999998805,69,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
208,6.933333333333334,6.933333333333334,208,6.933333333333214,69,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
209,6.966666666666667,6.966666666666667,209,6.966666666666547,69,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
210,7.0,7.0,210,6.999999999999878,70,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
211,7.033333333333333,7.033333333333333,211,7.0333333333332115,70,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
212,7.066666666666666,7.066666666666666,212,7.066666666666545,70,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
213,7.1,7.1,213,7.099999999999876,71,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
214,7.133333333333334,7.133333333333334,214,7.133333333333209,71,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
215,7.166666666666667,7.166666666666667,215,7.166666666666543,71,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
216,7.2,7.2,216,7.199999999999874,72,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
217,7.233333333333333,7.233333333333333,217,7.233333333333207,72,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
218,7.266666666666667,7.266666666666667,218,7.2666666666665405,72,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
219,7.3,7.3,219,7.299999999999872,73,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
220,7.333333333333333,7.333333333333333,220,7.333333333333205,73,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
221,7.366666666666666,7.366666666666666,221,7.366666666666538,73,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
222,7.4,7.4,222,7.39999999999987,74,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
223,7.433333333333334,7.433333333333334,223,7.433333333333203,74,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
224,7.466666666666667,7.466666666666667,224,7.466666666666536,74,FINAL_SETTLE,0.07505929080660928,-0.004155267192523793,0.30000000000000027,2.2000000000000037
